2;6.669909961014843
4;44.48769888804501
6;173.2698380273265
8;526.2404040243159
10;1372.2370328574284
12;3219.332898717851
14;6980.70894529197
16;14233.260497072566
18;27611.84467012099
20;51398.8350198931
22;92391.03045772282
24;161155.6043905265
26;273825.73608066386
28;454637.414242353
30;739474.8489516167
32;1180776.9476217495
34;1854266.3147650324
36;2868101.26706508
38;4375227.8269074885
40;6589931.629368708
42;9809870.190589206
44;14445217.453586556
46;21056991.20220525
48;30407179.450218324
50;43523957.93264226
52;61786125.7939683
54;87031914.59372918
56;121698587.64581987
58;169000791.19732648
60;233157504.07910076
62;319679727.2302059
64;435733840.7890338
66;590598931.2192407
68;796240468.8179535
70;1068027632.184768
72;1425627490.127094
74;1894116350.3897624
76;2505357088.487254
78;3299701436.630881
80;4328088344.077199
82;5654623968.887891
84;7359746038.713356
86;9544095704.500984
88;12333244164.277456
90;15883449903.255531
92;20388656134.681854
94;26088977806.29485
96;33280974371.089203
98;42330059577.637726
100;53685464165.280594
102;67898243111.66403
104;85642907770.8063
106;107743366927.26923
108;135203981854.8634
110;169246681639.3215
112;211355249440.27878
114;263328081624.98697
116;327340943924.08856
118;406021506653.0743
120;502537740001.7838
122;620702596575.7457
124;765097808804.1188
126;941220091522.2659
128;1155653574120.8296
130;1416272902519.3264
132;1732482160689.3506
134;2115495577952.443
136;2578666927063.1914
138;3137875596465.684
140;3811978557703.381
142;4623338868001.006
144;5598442973686.645
146;6768620940861.909
148;8170885867735.558
150;9848911164681.904
152;11854167164412.133
154;14247241691961.943
156;17099372834716.799
158;20494226265223.637
160;24529954150307.95
162;29321578003542.19
164;35003743888180.95
166;41733905248459.414
168;49695996444407.52
170;59104668907753.12
172;70210171857254.414
174;83303970860202.33
176;98725210370133.73
178;116868140896367.39
180;138190647878405.45
182;163224037882218.5
184;192584258667953.44
186;226984753292917.56
188;267251175036875.53
190;314338219934114.3
192;369348867475907.5
194;433556358062447.9
196;508429278541535.6
198;595660175236622.2
200;697198167867568.2
202;815286098402987.9
204;952502816931288.5
206;1111811282963511.0
208;1296613246146197.8
210;1510811366234746.5
212;1758879739542798.8
214;2045943919258287.8
216;2377871651460166.5
218;2761375699003985.5
220;3204130293460683.0
222;3714902942984021.0
224;4303703533547457.5
226;4981952894872410.0
228;5762673263262911.0
230;6660703364455729.0
232;7692941163785835.0
234;8878617692110229.0
236;1.023960575805278e+16
238;1.1800767804689046e+16
240;1.35903476666914e+16
242;1.5640411537634316e+16
244;1.7987344072595674e+16
246;2.0672406234988724e+16
248;2.374236225599543e+16
250;2.7250183918062704e+16
252;3.125584130951073e+16
254;3.582719023509907e+16
256;4.104096761813852e+16
258;4.698390750517681e+16
260;5.3753991697421496e+16
262;6.146185059812872e+16
264;7.023233159787742e+16
266;8.020625423716998e+16
268;9.154237350710045e+16
270;1.044195749946895e+17
272;1.190393281726983e+17
274;1.356284269994296e+17
276;1.5444205015953933e+17
278;1.7576717677258762e+17
280;1.999263972547183e+17
282;2.2728216327707926e+17
284;2.5824152546165587e+17
286;2.9326141263506355e+17
288;3.328545121707974e+17
290;3.7759581724282285e+17
292;4.281299137454389e+17
294;4.8517908726813875e+17
296;5.4955233891872026e+17
298;6.221554080371905e+17
300;7.040019100196037e+17
302;7.962257086634687e+17
304;9.000946547529979e+17
306;1.0170258361295464e+18
308;1.1486024993567775e+18
310;1.2965928194184474e+18
312;1.4629707118183252e+18
314;1.649938901137831e+18
316;1.8599544817125998e+18
318;2.0957572297962888e+18
320;2.3604009525815567e+18
322;2.6572881879634714e+18
324;2.990208600188093e+18
326;3.3633814507876536e+18
328;3.781502561737204e+18
330;4.249796228880109e+18
332;4.774072588689508e+18
334;5.360790990715936e+18
336;6.017129982010222e+18
338;6.751064568827244e+18
340;7.571451485468443e+18
342;8.488123270718033e+18
344;9.511992029505612e+18
346;1.065516384178123e+19
348;1.1931064872769438e+19
