10;0.0873157509995508;0.1505921979987761;0.10784441689938831
20;0.16794315000151983;0.2637792739988072;0.20824769960017875
30;0.3064699419992394;0.5826198309987376;0.4380179924999538
40;0.4419831549967057;1.0141014760010876;0.6513357653991989
50;0.6739620199987257;2.806916101999377;1.2525180165004712
60;0.8480678990017623;2.107214527000906;1.2984914687000129
70;1.1079554749994713;2.8264155860015308;2.015759615200659
80;1.5784055149997585;6.875671580000926;3.1212823685003968
90;2.3932648340014566;7.926268390001496;4.400590216500132
100;1.9431453669967595;14.018210230999102;5.434771480600102
110;2.5467588400024397;10.691606841002795;5.85414530310045
120;4.388990817999002;16.509345449998364;9.507073184700493
130;4.233726508002292;13.494829523999215;8.79455283660027
140;3.547040752000612;21.483061192000605;11.006253891900268
150;5.723605809998844;34.016702300999896;14.84708472819948
160;12.686956992001797;50.88924542300083;22.800845628499882
170;13.096936560999893;44.088018254002236;23.782689639899765
180;7.896244949999527;65.39255562000108;28.68584074749997
190;11.62994969400097;34.26073245900261;22.895799892700598
200;10.988571830999717;102.10670385599951;39.17944788820023
