2;0.1
3;0.31622776601683794
4;1.0
5;3.1622776601683795
6;10.0
7;31.622776601683796
8;100.0
9;316.2277660168379
10;1000.0
11;3162.277660168379
12;10000.0
13;31622.776601683796
14;100000.0
15;316227.7660168379
16;1000000.0
17;3162277.6601683795
18;10000000.0
19;31622776.601683795
20;100000000.0
21;316227766.01683795
22;1000000000.0
23;3162277660.168379
24;10000000000.0
25;31622776601.683796
26;100000000000.0
27;316227766016.83795
28;1000000000000.0
29;3162277660168.3794
30;10000000000000.0
31;31622776601683.797
32;100000000000000.0
33;316227766016837.94
34;1000000000000000.0
35;3162277660168379.5
36;1e+16
37;3.1622776601683796e+16
38;1e+17
39;3.1622776601683795e+17
40;1e+18
41;3.1622776601683794e+18
42;1e+19
43;3.1622776601683796e+19
44;1e+20
45;3.1622776601683794e+20
46;1e+21
47;3.1622776601683794e+21
48;1e+22
49;3.1622776601683792e+22
50;1.0000000000000001e+23
51;3.162277660168379e+23
52;1.0000000000000001e+24
53;3.1622776601683796e+24
54;1e+25
55;3.1622776601683795e+25
56;1e+26
57;3.1622776601683796e+26
58;9.999999999999999e+26
59;3.1622776601683794e+27
60;1e+28
61;3.162277660168379e+28
62;1e+29
63;3.1622776601683795e+29
64;1e+30
65;3.162277660168379e+30
66;1e+31
67;3.1622776601683793e+31
68;1e+32
69;3.1622776601683795e+32
70;1e+33
71;3.16227766016838e+33
72;1.0000000000000001e+34
73;3.1622776601683793e+34
74;1e+35
75;3.1622776601683795e+35
76;1e+36
77;3.162277660168379e+36
78;1e+37
79;3.1622776601683794e+37
80;1e+38
81;3.1622776601683792e+38
82;1.0000000000000001e+39
83;3.16227766016838e+39
84;1e+40
85;3.1622776601683795e+40
86;1e+41
87;3.1622776601683795e+41
88;9.999999999999999e+41
89;3.162277660168379e+42
90;9.999999999999999e+42
91;3.1622776601683794e+43
92;1e+44
93;3.1622776601683794e+44
94;1.0000000000000001e+45
95;3.1622776601683795e+45
96;1.0000000000000001e+46
97;3.162277660168379e+46
98;1e+47
99;3.1622776601683793e+47
