n;Tchif;Tdechif;Tsign;Tverif
791;1.6690453095998237;1.6146210183998846;0.04500063340010456;0.09713073600005373
801;1.701847315899886;1.6478903112001717;0.043410157099879144;0.09747937119982453
811;1.7178580578000946;1.664115805399888;0.04276867400003539;0.09733824419990925
821;1.7344544031000624;1.6803513863997979;0.04318747359993722;0.09697840029984946
831;1.7510394130999885;1.6953911839000284;0.043528320700352195;0.09720189540012143
841;1.7841946158999236;1.729504690000067;0.041987193299974024;0.09741418740022709
851;1.79901325740002;1.7445469124002557;0.045833372400011285;0.09732150760009972
861;1.8154372807000982;1.7630084241000987;0.04758317720006744;0.0973517487999743
871;1.8304776573001618;1.7773268050000297;0.044602169900099395;0.0971201999997902
881;1.8632205722998152;1.808773828500216;0.045289441099885155;0.09713769600011801
891;1.880427502800194;1.8251119627999288;0.04532659260003129;0.09710032810016855
901;1.896657210400008;1.8416836614000203;0.043839490000027584;0.09735307729997658
911;1.9133115592999275;1.8569203118999211;0.047657935100141914;0.0973097301000962
921;1.946048590099963;1.8895965983000678;0.042927633500039517;0.09739912129998629
931;1.963394551500005;1.9059496758000023;0.04172411219988135;0.09710265579997213
941;1.9784330868000324;1.9227121919999264;0.045321438900009524;0.09709485960001984
951;1.9949073391000638;1.9394782434000262;0.04860060699993483;0.09715893849979693
961;2.02760441929986;1.9716307337002035;0.0450889522997386;0.09719475130013962
971;2.0432106345999275;1.986332981600026;0.04575793180010805;0.09750501039989104
981;2.062157589100025;2.005311242500011;0.04772476590005681;0.09730486160015062
991;2.078052826699968;2.020756931100004;0.04432219870013796;0.09759943279987056
1001;2.1102964074998454;2.05355142920007;0.044001383599970724;0.09750487710007291
1011;2.1257578498999465;2.0691836820999923;0.04862014060026922;0.09727700969979196
1021;2.1432861822001543;2.0861814295000842;0.047729621500002394;0.0969952673998705
1031;2.158950501199888;2.101415007000014;0.042494911499943555;0.09698851300026945
1041;2.1922936648999896;2.133755005999774;0.04580562610008201;0.09752119170007063
1051;2.2085339360000034;2.1490519993001724;0.04726261290015828;0.09692201269990619
1061;2.224909679600569;2.1660911854000005;0.04493336320047092;0.0974690955998085
1071;2.2402902956997424;2.1833311187998334;0.05005781859981653;0.09709961290009232
1081;2.2747041283997533;2.215030359799857;0.05179974189977656;0.09698068859979685
1091;2.2900957872001526;2.230400299900066;0.044952803600244805;0.09751499200010585
1101;2.3077892048999273;2.247740712400264;0.04355964979968121;0.09710553610002534
1111;2.3241337345005375;2.2644197065998015;0.04124802310016094;0.09741201609995187
1121;2.355886535000354;2.297649391300001;0.044384837800134844;0.09733104609986185
1131;2.3731258587000412;2.3140440693998245;0.04420277969984454;0.09705835499971727
1141;2.3897687965001753;2.3292139473000133;0.04585445660031837;0.09712189750007383
1151;2.4058704347002275;2.3467495192993737;0.045322661599857386;0.09722704519972467
1161;2.438612029700198;2.3778747574999217;0.04361575940038165;0.09689462859987544
1171;2.4569433426997422;2.3945669997998267;0.045889944200280294;0.09708523070057709
1181;2.472472183500031;2.411372459800077;0.04289661919974606;0.09701600270000199
1191;2.491308293899965;2.4291731098001037;0.044249736799611125;0.09716967989988916
1201;2.522472562699477;2.4611882547000277;0.04543908500036196;0.09755710159988666
1211;2.5376531087002148;2.476810813799966;0.04541672719988128;0.09725177789987356
1221;2.554365988999416;2.493373054299627;0.0430538170003274;0.09709092839984805
1231;2.5714548341999035;2.5095950611999798;0.045410434500263365;0.09687630369990075
1241;2.6029708743000812;2.5438835037997705;0.046811276699372684;0.09739604419974057
1251;2.6226010811997185;2.560948023399942;0.045460470500074734;0.09685915200007003
1261;2.63835850220039;2.576642797400564;0.04423421099982079;0.09713777540055162
1271;2.655323655399843;2.591167678599959;0.04255810050017317;0.09720186460035621
1281;2.688653463300034;2.625643585900252;0.04363414880026539;0.09689733119976154
1291;2.7069433282998943;2.6421936373999415;0.044058982800015654;0.09750879759976669
1301;2.7215662943999632;2.6594111663005604;0.04562517389986169;0.09748337240034743
1311;2.740905084999395;2.6748855951002044;0.044273395300115224;0.09711140869985684
1321;2.7727300468995963;2.7103594714000794;0.04375306930014631;0.0972143375000087
1331;2.7897215904000405;2.7260602861002554;0.04395920759980072;0.09710393999994267
1341;2.805238446999829;2.744058320500153;0.04369707280002331;0.09739619140000286
1351;2.82440442490024;2.7604620165999223;0.04466836230021727;0.09721507069989457
1361;2.8584528921997845;2.7908815835004135;0.05039662339968345;0.09671992139992654
1371;2.873504579699875;2.8071510761999887;0.04665177380029491;0.0971226358002241
1381;2.8882892262001407;2.8239985273994535;0.044650943499618734;0.0973929813999348
1391;2.905691243900219;2.841080881599737;0.04559816549990501;0.09708257639958902
1401;2.9381267430999287;2.8747857478998413;0.04753724000020156;0.0976767269001357
1411;2.955252148799991;2.8923549849001575;0.04324396750034794;0.09743435779982974
1421;2.9707975065997743;2.9105006063999097;0.04566645509967202;0.09743041450019518
1431;2.988353750600072;2.925192250699729;0.04446513340008096;0.09692593229974591
1441;3.0206469688999276;2.9560218873997655;0.04468248369994399;0.09740165460007119
1451;3.0374485218999325;2.973642865399961;0.04596149250010058;0.09731939149987738
1461;3.0538757384998463;2.989818787000149;0.04567889890004153;0.09701913960034289
1471;3.0696963717999095;3.0057925655999496;0.04423632379985065;0.09667304369995691
1481;3.1041012793002665;3.040032533199701;0.04802374530027009;0.09762536429989269
1491;3.1202118941002484;3.056526490300166;0.044357165799556245;0.09781272660020476
1501;3.1397225573999092;3.0726491235998763;0.04583287030000065;0.09708922560021165
1511;3.155280206200041;3.091030482200222;0.04577105970020057;0.09694730309965963
1521;3.1887270280001756;3.127735511899664;0.04350470310000674;0.09728627220029011
1531;3.205415094599812;3.1396593195000606;0.045700229499925624;0.09743196679974062
1541;3.223388126399732;3.156366546100071;0.044107393499689354;0.09712144030036143
1551;3.238126944299984;3.1754120023000723;0.048448878499402784;0.09727198829968983
1561;3.270713884399811;3.206759491399862;0.0454441409001447;0.09721977189983591
1571;3.288468915699741;3.2266634486997647;0.04463651200057939;0.09757120850008505
1581;3.3063246592002544;3.241139397900406;0.04458108609996998;0.09738082049989316
1591;3.3219505960005336;3.256290523900316;0.045335919800163535;0.09732488489989918
1601;3.3546319866996783;3.289148516899695;0.043941565600107424;0.09755543650044274
1611;3.373680393900213;3.307023760099946;0.042740449999837435;0.09747566679998272
1621;3.390534251399913;3.3219486043999495;0.046318257900202296;0.09681838630003767
1631;3.4066545998002766;3.340286253999693;0.048119693000080586;0.09729346179992718
1641;3.4395143187999566;3.3734548708998773;0.04400988440011133;0.09709621400015749
1651;3.457270509200316;3.390785392300131;0.04423765920000733;0.09715839109994703
1661;3.4731021222996787;3.404952605300059;0.04640144590030104;0.09734636429966485
1671;3.4910365411000384;3.4231246413995904;0.04526315780021832;0.09717778260019258
1681;3.5248714887997266;3.4584000214003026;0.043500571699769355;0.09716136139977607
1691;3.5407000128001527;3.4764357269998074;0.04571071709997341;0.0970492947006278
1701;3.557241232999877;3.4909048367000652;0.04581275820000883;0.09715565370006515
1711;3.574476540999785;3.5074511132002955;0.04713271769942366;0.09738380850030808
1721;3.609324782999829;3.540033720300562;0.04364580010023929;0.09736293389978527
1731;3.6249742146999777;3.557368879200112;0.04575467049999134;0.09678667280004447
1741;3.641859068100166;3.5753993515998443;0.043739052700220785;0.0972706216003644
1751;3.657986991600228;3.590307348499482;0.043405581300066845;0.09737088159981795
1761;3.694285893000233;3.6226070183003687;0.05218605150002986;0.09726234860008845
1771;3.713575290800145;3.6405005195998457;0.04576045279991377;0.09708683550015848
1781;3.7255987451000694;3.6586850354999116;0.04397967940003582;0.09743785040009242
1791;3.7437304061002576;3.67085175980028;0.046456077799848575;0.09741542750034568
1801;3.7780608884997493;3.7087625329002547;0.04594834780018573;0.09705609290067514
1811;3.7932976241003415;3.724586739600272;0.04296829480008455;0.0973788819001129
1821;3.8110749020001093;3.741773941300198;0.045378195900229915;0.09692376599978161
1831;3.8253514810996423;3.7556591391998153;0.047588624900163266;0.097513620099744
1841;3.859851831900232;3.792129410700363;0.04343540550016769;0.09732508999986748
1851;3.878306229899863;3.8079205424000975;0.04324375650030561;0.09730014320011833
1861;3.893495883400283;3.8227738882998894;0.044535974100108434;0.09729461460028688
1871;3.9095925838000767;3.8430144075995485;0.044951166200189616;0.09685447509964433
1881;3.945092939999995;3.8743968947999745;0.04663818379995064;0.09679125640013808
1891;3.964194645499629;3.8913040004999857;0.04597945130044536;0.09752337659992918
1901;3.9780212672005293;3.9078146713998647;0.0432807220997347;0.09694816259961954
1911;3.995246203699753;3.922904453800038;0.04450471760010259;0.09703801260020554
1921;4.029792030199678;3.9573820809997415;0.045093691299916826;0.09728441909974209
1931;4.056505508900227;3.977571725799862;0.043925911599581015;0.09746969640000316
1941;4.065879389099973;3.9903750287998263;0.04391332190025423;0.09734163759985677
1951;4.082938174899937;4.007384165799522;0.04373671269968327;0.09721566780026478
1961;4.115219615000024;4.041106816900173;0.049208139199981814;0.09745752880007785
1971;4.132789814600073;4.059311570800128;0.047561440799472623;0.0973378666998542
1981;4.149207915900297;4.075713189399903;0.045057498600181135;0.09772817529938038
1991;4.165329370400286;4.090723225999864;0.04443672119959956;0.09732735940033307
2001;4.205504963299608;4.126282151200575;0.0485195750998173;0.0969416515003104
2011;4.219175886599987;4.143301523200535;0.043748532400240944;0.09726092210039497
2021;4.236864533299922;4.161727777199848;0.04339490970050974;0.09720670950009662
2031;4.252025922100438;4.174338544299462;0.0433742473995153;0.09742011320031452
2041;4.285332377299892;4.210691134699846;0.04494788520005386;0.09706664970017301
2051;4.303167263400065;4.228122563200122;0.045134246200177586;0.09754839780016482
2061;4.3207588421002585;4.245425632499428;0.04342838090033183;0.09738783689972479
2071;4.3373583228005375;4.259021561600275;0.04865249140002561;0.09678195009964838
2081;4.369780350799919;4.294161575599719;0.04895976689986128;0.09716379009987577
2091;4.38946758990005;4.308165362200088;0.04507136439988244;0.0969111389002137
2101;4.4079291427997305;4.326332080199609;0.04472577970009297;0.09745467429966084
2111;4.425701769499756;4.3417991682999855;0.0473973243004366;0.09739997929991659
2121;4.4579118654997725;4.377364972199939;0.04439181550005742;0.0972606489998725
2131;4.4757201279002405;4.3956438279003125;0.04274611980017653;0.09711466230000951
2141;4.493218708099812;4.409895653199965;0.044435191700176804;0.09736663600015164
2151;4.511237503300253;4.428010045199699;0.04708904339968285;0.09715331030038214
2161;4.540199801299968;4.4650026033003085;0.0464256473000205;0.09708855179997045
2171;4.559222287199555;4.4834994826002;0.04516301609983202;0.09701624560002528
2181;4.575536785700024;4.498797731699961;0.04387173889990663;0.09741688419962884
