n;chiffrement;déchiffrement;signature;vérification
810;0.0034904690051916986;1.1454816657758784;1.1454969576967415;0.0023942650994285943
820;0.003508348495233804;1.1451720971992472;1.145103774292511;0.002342671496444382
830;0.003969672915991396;1.3742965195036958;1.3742822276020887;0.00283314639236778
840;0.004001944011542946;1.3738834769057575;1.3739021171932109;0.002789897401817143
850;0.004013360710814595;1.3739863811031683;1.3739439544209744;0.0027885423100087793
860;0.004045276198303327;1.3741776799986838;1.3739941606938373;0.0028283968975301834
870;0.0040809850906953216;1.374278764598421;1.37420750989113;0.0028275527874939144
880;0.004099890601355583;1.3739304605027427;1.3739108458976261;0.0028054294118192045
890;0.004101692899712362;1.3742968172067775;1.374283119488973;0.0028250638977624478
900;0.004143609304446727;1.3743918106047204;1.3743415038858076;0.0028629388078115882
910;0.004152291698846966;1.3740915975999086;1.373981432497385;0.002819788205670193
920;0.004189822787884623;1.3746635801013327;1.3747024238080485;0.002890532312449068
930;0.004211140089319087;1.3751887445017927;1.375718812199193;0.0028293812909396367
940;0.0042299782886402685;1.3743763355858392;1.3742158524080879;0.002854027505964041
950;0.004253629990853369;1.373946339910617;1.3739354332996299;0.0027915176091482864
960;0.004280915111303329;1.3741614786180434;1.3740724010014673;0.0028128815989475696
970;0.004297128898906521;1.3741927124967332;1.3742360812902916;0.002818329498404637
980;0.0043303470010869205;1.3742762094043428;1.3740311597997787;0.0028572411014465616
990;0.004356018689577468;1.3743046194984345;1.3744010505935875;0.0028662563883699475
1000;0.0048215310031082485;1.6029579090914923;1.6029388991068116;0.0033051577920559794
1010;0.004843832616461441;1.6029573773936137;1.6028419934038538;0.0032809822994749995
1020;0.004861811597947963;1.6028214135149028;1.6028596678777831;0.0032387215964263306
1030;0.004883421002887189;1.6027878386958037;1.60278052687936;0.0032397110073361544
1040;0.004909827606752515;1.602825247310102;1.6027583580987994;0.0032685867015970873
1050;0.00493330029421486;1.6029278209927724;1.6028932439163328;0.003245731897186488
1060;0.00491119172074832;1.6028341313067358;1.602759751994745;0.0032627475826302542
1070;0.004930488322861493;1.6028444810945075;1.6029842191928765;0.0032595911878161134
1080;0.004931743384804577;1.6028731110010994;1.6028718721121549;0.0032792060024803503
1090;0.004957878292771056;1.6027862687857124;1.602722743790946;0.0032643051934428515
1100;0.004978060701978393;1.6028114039014327;1.6027967884932877;0.0032683413883205503
1110;0.004991660505766049;1.6028597677097423;1.6028561322047608;0.0032615968957543373
1120;0.005028034481802024;1.602767001601751;1.602737511799205;0.0032532889861613514
1130;0.005047858890611679;1.602780935901683;1.6027593578968662;0.0032587324065389113
1140;0.005062999602523632;1.6027249818114797;1.60271534579515;0.0032689147948985918
1150;0.005090648093027994;1.602688562896219;1.6026697854947998;0.0032483714807312936
1160;0.005112515992368572;1.6028212474077008;1.6027782722114352;0.0032605477172182873
1170;0.0055858817970147355;1.8318114022986265;1.831790108504356;0.0037187994952546433
1180;0.005610920421895571;1.831878012791276;1.831785006992868;0.0037405537063023076
1190;0.0056256372190546244;1.8318136104935547;1.8315974783006823;0.0037306354759493844
1200;0.005656146700493992;1.8318058670905883;1.831698583223624;0.0037263532751239834
1210;0.005683274797047488;1.8324121052137343;1.8322996769071325;0.0038052371819503605
1220;0.005710820012609474;1.8325622334959917;1.8324249973054976;0.0038021004147594795
1230;0.005724500695941969;1.8320335240132408;1.831755944082397;0.0037280163989635183
1240;0.005750170725514181;1.8317387741117273;1.8317643080052222;0.003723245291621424
1250;0.005771841492969543;1.8318050969974138;1.8318343383143656;0.003716088118380867
1260;0.005802600699826144;1.8320842018001713;1.8319461112929276;0.0037849723012186587
1270;0.005819656912353821;1.8322486571909393;1.8318997543829028;0.003749237215379253
1280;0.005836051519145258;1.8315264523116639;1.8315365681162803;0.003650955989724025
1290;0.005852061096811667;1.8315740248915973;1.8316304100910201;0.0036682779900729656
1300;0.005887815720052458;1.8315359543921659;1.831475945195416;0.0036680381919723002
1310;0.005907345796003938;1.831613597201067;1.8316164838004625;0.003675787305110134
1320;0.005926797806750983;1.8317118593957276;1.831717375892913;0.0036753863794729115
1330;0.006408523494610563;2.060540763408062;2.060506040905602;0.004146455711452291
1340;0.006429808703251183;2.060558488490642;2.060578411296592;0.004152736905962229
1350;0.00645060531096533;2.0606163593009112;2.0606325983855642;0.004132282600039616
1360;0.006475838689948432;2.060592731312499;2.0605542479024734;0.004141340404748917
1370;0.00651579060649965;2.0605721517989877;2.0605765688058453;0.004136131488485262
1380;0.006529967495589517;2.0604431079089407;2.0604566244088347;0.004140740280854515
1390;0.006549108383478597;2.0605878890812166;2.06061097830534;0.004147636194829829
1400;0.006586763504310511;2.06053354870528;2.0607631715130994;0.004145218906342052
1410;0.006594893103465438;2.060432911285898;2.0604682027857053;0.004133338292012923
1420;0.006622564402641728;2.0604864019929665;2.0605212519003544;0.0041319425916299226
1430;0.006649027788080275;2.060707255199668;2.060689433393418;0.004128978998051025
1440;0.006674975407076999;2.060542942202301;2.0605394058889943;0.004142364504514262
1450;0.006698114902246743;2.0604819321917605;2.0604708436061627;0.004138385390979238
1460;0.006724057899555191;2.0605010631872576;2.0604927719890838;0.004129801798262634
1470;0.006748614201205783;2.0606061638885875;2.060570643391111;0.004137765194172971
1480;0.006772042211377993;2.060553384615923;2.060548337700311;0.004142759600654244
1490;0.006798478675773367;2.060769421607256;2.060530360895791;0.004150899618980475
1500;0.007273225017706863;2.2895086060860192;2.2895093250030185;0.004587219504173845
1510;0.0072938133002026;2.289590488787508;2.289550051809056;0.004614215006586164
1520;0.007332048009266146;2.2894857619132383;2.2897210324154003;0.004595853199134581
1530;0.0073487912974087525;2.289635625097435;2.289613741700305;0.004619896676740609
1540;0.0073746650043176485;2.2894364813982975;2.289526388794184;0.004606313302065246
1550;0.0074019238003529605;2.289547000589664;2.289594131798367;0.004596260792459362
1560;0.007424761593574658;2.2895133898884525;2.2894879586150636;0.0045985668053617704
1570;0.007450130884535611;2.289883843701682;2.2898802348907337;0.004602212412282825
1580;0.007477525202557444;2.289610542007722;2.289644913584925;0.004587338422425091
1590;0.007504503897507675;2.2897793052863564;2.289507766085444;0.004596055677393451
1600;0.00752771660045255;2.2895046919991726;2.289545676507987;0.004594368292600848
1610;0.007557371919392608;2.2896086782944622;2.2896349602902775;0.004593852101243101
1620;0.007582329292199574;2.2895751570060385;2.289523522404488;0.00460417419380974
1630;0.007614740991266444;2.2895501447928837;2.2895230456226274;0.004603414502344094
1640;0.007639198398101144;2.2896409890061475;2.289652177298558;0.004582820701762103
1650;0.007667765396763571;2.2896592995006357;2.2895969349046936;0.004607554382528178
1660;0.008149406989105046;2.5185012380010448;2.5184640353079883;0.005061441526049748
1670;0.008165755585650913;2.5186627737042726;2.518562712887069;0.005065196508076042
1680;0.008197932798066177;2.518542520515621;2.518606041005114;0.005065451280097477
1690;0.008219432408805006;2.5186287845048354;2.518426645407453;0.005050540596130304
1700;0.00825269820925314;2.5185636356007306;2.5185124232055385;0.005059747613267973
1710;0.008297671700711362;2.518541284510866;2.518616066305549;0.005068898797617294
1720;0.008300650396267883;2.518481007718947;2.5184199197159614;0.005083263010601513
1730;0.008333223199588246;2.5184932868840404;2.5185001924051904;0.005051419688970782
1740;0.008347738918382674;2.518656595997163;2.518581773614278;0.005066518785315566
1750;0.00838303480122704;2.518750491796527;2.518573035308509;0.005062565300613641
1760;0.008414982396061532;2.5186073981021764;2.5185390449187253;0.005061867414042354
1770;0.008442341795307584;2.518482594707166;2.5185045536025426;0.005053768298239447
1780;0.008470059579121881;2.5184490213985553;2.518408797503798;0.005058836386888288
1790;0.008501059608533978;2.518640683326521;2.518561710402719;0.005059694903320633
1800;0.00851692448486574;2.518548329191981;2.518489610310644;0.0050642942893318835
1810;0.00855360270361416;2.5185484416229884;2.518562579905847;0.0050564832694362846
1820;0.008585383498575539;2.5184845290757947;2.5185289239074335;0.00505413899954874
1830;0.00905117130605504;2.747413212599349;2.7473589163128054;0.005516062205424532
1840;0.009076389708206989;2.747769339993829;2.747541519603692;0.005515692892367951
1850;0.00910242081154138;2.7475804654764944;2.7475371945882214;0.005502796801738441
1860;0.009136665190453641;2.7474638628889805;2.7473673230968414;0.005505604296922683
1870;0.009170259095844813;2.747455293603707;2.7473935389978577;0.005520880219410174
1880;0.009194002393633128;2.747371792807826;2.7472777262126327;0.005501343595096841
1890;0.009239512702333742;2.7474654359015402;2.747423858297407;0.005499723114189692
1900;0.009273106674663722;2.747485671902541;2.747421178879449;0.005500182506511919
1910;0.009295403206488117;2.7475567774061345;2.7473470432014437;0.005521014696569182
1920;0.00933489772141911;2.747427225179854;2.7473636261012873;0.005511332597234286
1930;0.009357683506095782;2.747377325000707;2.747348194784718;0.005512665296555497
1940;0.009378745601861738;2.747498561814427;2.747487249094411;0.005521666203276254
1950;0.009418177395127713;2.747558073294931;2.7475863466126613;0.005515838498831726
1960;0.009451489502680488;2.747547735815169;2.7475051260815233;0.005501764785731211
1970;0.009472688514506444;2.747780027484987;2.7475348947016753;0.005516123888082802
1980;0.009500015890807845;2.7474530871142635;2.7474774303031153;0.00548690530413296
1990;0.009527203865582123;2.7474627285089808;2.747461565816775;0.005522930901497603
2000;0.010011642088647932;2.9764996924990554;2.976438511785818;0.005986760996165685
2010;0.010048064409056678;2.976445440092357;2.976381784109981;0.00595761658041738
2020;0.010076443417347036;2.9764114831952613;2.976435379014583;0.0059588138974504545
2030;0.010101652011508122;2.9764425896952162;2.9764330482896186;0.005967146999319084
2040;0.010135060013271868;2.9765799902903383;2.97647502340551;0.005977718593203463
2050;0.010153453709790483;2.9766109804011647;2.9765137528185734;0.005984788486966863
2060;0.010183124718605541;2.9765014896023785;2.9767227698961505;0.005966162597178482
2070;0.010220346509595402;2.976366666078684;2.97633989159076;0.005971589614637196
2080;0.010236418384010904;2.97644700811652;2.97640150449588;0.005962391113280318
2090;0.010283912092563696;2.9765295560850062;2.9764311916049335;0.005988207997870631
2100;0.010306291611050256;2.9765729033155366;2.9764934144855943;0.006000993619090877
2110;0.010310457478044554;2.976552364116651;2.9764849580911688;0.005981894594151526
2120;0.010206816290155985;2.9764802565303397;2.9765026736888105;0.0059551026206463575
2130;0.010185514390468598;2.976414785021916;2.9764064418995986;0.005965327008743771
2140;0.010215373916435056;2.9767334153148113;2.976527756394353;0.0059970591042656455
2150;0.010237445184611716;2.976543901098194;2.9764612193946958;0.005980700417421758
2160;0.010708071195404045;3.205563517319388;3.2054935548920183;0.006432562076952308
2170;0.01073705590388272;3.205350262808497;3.2052903265925123;0.006438671104842797
2180;0.010768675376311876;3.2055431534943635;3.205505774219637;0.006436176717397757
2190;0.010798784307553433;3.2054830704903;3.205445618520025;0.00643883810553234
2200;0.010828465709346346;3.2057737533992623;3.205485282288282;0.006423530387110077
2210;0.010861106793163345;3.205335745617049;3.2053263504145435;0.006446149805560708
2220;0.010882417997345328;3.205224620082299;3.205206739483401;0.00643150920222979
2230;0.010911408494575881;3.205298159061931;3.205286632606294;0.006429847585968674
2240;0.010933687913347968;3.2055471047322497;3.205769419201533;0.0064215614809654655
2250;0.010964126020553522;3.205422624197672;3.20539050110674;0.006430297199403867
2260;0.010988073312910273;3.205437099994742;3.2053378774930024;0.006431858014548197
2270;0.011025700511527247;3.205536744496203;3.2052437416947215;0.006447758295689709
2280;0.011045339997508563;3.2052706934919115;3.2052121933113087;0.006415846600430086
2290;0.01107854169094935;3.2053500147856537;3.205400224000914;0.006418216187739745
2300;0.01111983300652355;3.2064811311865924;3.2067538538132796;0.006449094784329645
2310;0.011139842122793198;3.2055032364063663;3.205467579900869;0.006451137003023177
2320;0.011168502699001692;3.2054419672698713;3.2054591390129645;0.006425361186848022
2330;0.011635921106790192;3.4343754376954165;3.4343732979294144;0.0069052880979143085
2340;0.011671765631763264;3.4344010837899988;3.434368098291452;0.00688312690181192
2350;0.011696529801702127;3.4343717128183924;3.434538548893761;0.006882194615900517
2360;0.011724065605085343;3.434312275008415;3.434217302093748;0.006884225801331923
2370;0.011745008095749654;3.434537932110834;3.434552190895192;0.006895377321052365
2380;0.011782555186073296;3.4345002044079593;3.4344210851268144;0.006925053294980899
2390;0.01181005481048487;3.4344903175049692;3.4343410270026653;0.006909700011601671
2400;0.01184218929556664;3.434429637371795;3.4343683304119623;0.006895355888991617
2410;0.011863812591764144;3.4346251887094694;3.43433132119535;0.006882908480474725
2420;0.011908777800272219;3.4345269624813226;3.4344556721945994;0.006883712287526577
2430;0.011930588816176169;3.4344769637129504;3.4344037625851342;0.006891576916677878
2440;0.011958192181191407;3.4344829928071703;3.4343224371841643;0.006881722481921315
2450;0.011997592324041762;3.4344890882086476;3.4344100793096004;0.006922924707760103
2460;0.012014690093928948;3.4345468111801893;3.4344569327775387;0.006886987274629064
2470;0.01203977840486914;3.4344293452915737;3.4343404961255146;0.00688339868793264
2480;0.012080439002602361;3.4344266211934156;3.43441513608268;0.006884242393425666
2490;0.012537607864942402;3.6633676234894663;3.6636168203200214;0.0073438629071461035
2500;0.01257334162364714;3.6633194821857615;3.663049754494568;0.007361431908793748
2510;0.012608960428042337;3.6631774177920304;3.6631111014285125;0.007365535406279378
2520;0.01262462218874134;3.6633492111956003;3.663274555571843;0.007354503808892332
2530;0.012667990996851586;3.663212135489448;3.6633633529039797;0.007343139612930827
2540;0.012687814005766995;3.6633002816844966;3.663227976602502;0.007348580993129872
2550;0.012724933508434334;3.663236369896913;3.663208255608333;0.007354070714791305
2560;0.01275596980121918;3.6632063559023664;3.6633421052014454;0.007331784919369966
2570;0.01277379228558857;3.6631923228822414;3.6632050892949337;0.007348170087789185
2580;0.012811208213679492;3.6631927206908586;3.6631806149089243;0.007335181706002914
2590;0.012846001802245155;3.663359626289457;3.663270610800828;0.0073599960189312695
2600;0.012871400409494527;3.6633083773049293;3.6632614339963765;0.007348627396277152
2610;0.012905927709653042;3.663359290306107;3.663236753086676;0.007353966290247626
2620;0.01293870978988707;3.6634102661919314;3.663417333411053;0.007342905914993025
2630;0.012961862017982639;3.6631922670145287;3.6631925893045265;0.007331697715562769
2640;0.01298799350624904;3.663734204811044;3.6636346745974153;0.007349833907210268
2650;0.013024233296164311;3.663257330781198;3.6632884133054175;0.0073494028067216275
2660;0.01349445468513295;3.892401688391692;3.8923618971020915;0.007821607080404646
2670;0.013524913796572946;3.8924292965151834;3.892383914682432;0.007816393752000295
2680;0.013548334001097829;3.892408594294102;3.892488181806402;0.007803140275063925
2690;0.01360265318362508;3.8922474365070228;3.8922359715070343;0.007813862935290673
2700;0.013626694720005616;3.892249653406907;3.8923899589892246;0.0078100087703205645
2710;0.013650032997247763;3.892276890797075;3.892253938911017;0.0078169736021664
2720;0.01367848590016365;3.8923326450953026;3.892350237868959;0.00780018608784303
2730;0.013717866435763426;3.8923154159012485;3.8923557902046015;0.007798582693794742
2740;0.013747537788003684;3.892185541483923;3.8923586866876576;0.007836358877830208
2750;0.013783433198113926;3.8923566959041636;3.8923372582008597;0.007819634629413486
2760;0.013806365779601038;3.892385660301079;3.892326858500019;0.007812546199420466
2770;0.013832703875959852;3.8931333972053834;3.8928245203132974;0.007799915788928047
2780;0.013876193074975163;3.8929079110966995;3.892849277105415;0.007801551194279455
2790;0.013889713602839037;3.8924040555139072;3.8923168897104916;0.007802822213852778
2800;0.013925860088784247;3.892466823788709;3.892565897179884;0.007822181208757684
2810;0.013964520409354008;3.892305957520148;3.8923382394947112;0.0077925779041834176
2820;0.013995349704055115;3.8925227712927155;3.8925146201188907;0.007802248914958909
2830;0.014468590228352696;4.121433721773792;4.121311878509005;0.008275954468990676
2840;0.014494032697984948;4.121213724013069;4.121112647213158;0.008291162285604513
2850;0.014529558303183875;4.1213773379044145;4.121317307490972;0.00826862596150022
2860;0.014580318806110881;4.121383437895565;4.121590880231816;0.008282345507177524
2870;0.014598306783591397;4.121310449385783;4.121223987499252;0.008271021189284512
2880;0.014634849719004705;4.1211338845052525;4.121304320375202;0.008243532269261777
2890;0.014666447602212428;4.121296075405553;4.121261730839615;0.00825895952002611
2900;0.014689646178158;4.121734879881842;4.121744443595526;0.008284192802966573
2910;0.014727682710508816;4.121113473799778;4.1209910165373005;0.008259871482732706
2920;0.01476190512184985;4.121079859204474;4.121047599098529;0.008269953401759267
2930;0.014784733278793283;4.121281090882258;4.121185863873689;0.008293464689631946
2940;0.01482252448622603;4.121525200191536;4.121284732100321;0.00826138051052112
2950;0.014847389576607384;4.121236852987204;4.121208681282587;0.008286265900824218
2960;0.014877586407237686;4.121304898787639;4.121209988283226;0.008253094396786764
2970;0.014910601900191977;4.1212411595042795;4.121172650030348;0.008265396306524054
2980;0.01495584691001568;4.121944956778316;4.121776765608229;0.008268599672010168
2990;0.015438067691866309;4.3501128448260715;4.350121059801313;0.008731840801192447
3000;0.015460879408055916;4.350263363315025;4.3502650016889675;0.008713206791435368
3010;0.015493041707668454;4.350213895106572;4.350218839399167;0.008726111479336395
3020;0.015527019786532037;4.350331316387747;4.350279992882861;0.008735837310086935
3030;0.015563866397133096;4.350591831383644;4.350540970583097;0.008713844898738898
3040;0.015599717613076792;4.35087202009745;4.350796786698629;0.008717813913244754
3050;0.015650186396669596;4.3502755889930995;4.350094292097492;0.008736294702976011
3060;0.015662959587643854;4.350177835009527;4.350142335204874;0.008729806696646848
3070;0.015691183469607496;4.350231505164993;4.350165646307869;0.008719670798745938
3080;0.01571296057663858;4.350720569677651;4.350337040110025;0.008742790800170042
3090;0.01575081959599629;4.350272566988133;4.3501484885899115;0.008731259393971413
3100;0.015781173793948257;4.35014348689001;4.350045794804464;0.008722811396000906
3110;0.015825075292377734;4.350168070881045;4.350142878392944;0.008709714881842957
3120;0.015859923287644052;4.350184707817971;4.350049275605125;0.008716996514704079
3130;0.015880204300628975;4.350364406622248;4.350565007788828;0.008738825781620108
3140;0.015922507731011136;4.350330201600445;4.350220097479178;0.008725846922607161
3150;0.01594694150844589;4.3509507838170975;4.350818137600436;0.00872763792576734
3160;0.01642224563693162;4.5793247520923615;4.579160852817585;0.009199865194386803
3170;0.01646575108752586;4.5791139708948325;4.579046334774466;0.009201157608185895
3180;0.016490115085616708;4.579234003392048;4.5790421502140815;0.00918984407617245
3190;0.016530823198263534;4.57928655060532;4.579140457059839;0.009184667811496183
3200;0.016555921887629665;4.579099038513959;4.5789287794934355;0.009182527303346432
3210;0.016604625215404668;4.579455126464017;4.579398236310226;0.009177048597484827
3220;0.016640872808056883;4.579133974181604;4.579021027087583;0.009195114995236509
3230;0.016677316292771138;4.579527918001986;4.579448745725676;0.009201304701855406
3240;0.016697749902959913;4.57966693022463;4.579677986909519;0.009187170467339457
3250;0.016742189065553248;4.579233902104898;4.579161029294482;0.009182978456374257
3260;0.016772865495295265;4.578932713103131;4.5789544371975355;0.009203926468035206
3270;0.01679091957048513;4.579069132299628;4.5789716212835625;0.009161594015313312
3280;0.01684162170276977;4.579217716291896;4.579112345509929;0.009195817305590026
3290;0.016884637088514863;4.579693491317448;4.579684694390744;0.009183026498067192
3300;0.01690108510083519;4.579680151271168;4.579433195703314;0.00918799610226415
3310;0.0169355121179251;4.579494923207676;4.579268775359378;0.009196005208650604
3320;0.017425237415591256;4.809142322122352;4.80913270789606;0.009656047984026372
3330;0.01745024970150553;4.808322083810344;4.808435264707077;0.009633095815661363
3340;0.017501178738893942;4.808448334192508;4.808609893309767;0.00964198557776399
3350;0.017543838277924807;4.8083938499941725;4.808277818490751;0.009650007594609633
3360;0.01756221511750482;4.80830604530056;4.808191149507183;0.009662020404357463
3370;0.017599107007845304;4.80802861910197;4.808200617486728;0.009644171921536326
3380;0.017633103087428027;4.808438062944333;4.808434911805671;0.009652890902361832
3390;0.017670915319467895;4.808385274405009;4.808341280018794;0.009633233401109465
3400;0.017690280103124678;4.808059032112942;4.807979902566876;0.009644209800171666
3410;0.01773322249937337;4.80880299002456;4.808696782324114;0.009626584718353115
3420;0.017765805323142557;4.8081805075897135;4.808089075202588;0.009623115666909144
3430;0.017788769287290052;4.808372543123551;4.808361874104594;0.009654356713872403
3440;0.017843358509708196;4.808527592822793;4.80822966057749;0.009627803403418511
3450;0.017871109710540622;4.808336801012047;4.808291684795404;0.009649524089763873
3460;0.017903613383532503;4.808782683379832;4.8086890869017225;0.009648348693735898
3470;0.017957411566749217;4.808204650593689;4.808128682413371;0.009630690296762622
3480;0.017970788601087407;4.808308992785169;4.808233733984525;0.009644293389283121
3490;0.018467674797284415;5.037353252296453;5.03731050870847;0.010088075682870113
